"URL","FILE"
"http://ec.europa.eu/consumers/odr/                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=da-dk","EasyScan.app/da.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=de-de","EasyScan.app/de.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?country=fi&amp;lang=fi-fi","EasyScan.app/fi.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=bg-bg","EasyScan.app/bg.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=cs-cz","EasyScan.app/cs.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=el-gr","EasyScan.app/el.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=en-gb","EasyScan.app/en.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=es-es","EasyScan.app/es.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=et-ee","EasyScan.app/et.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=fr-fr","EasyScan.app/fr.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=hr-hr","EasyScan.app/hr.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=lt-lt","EasyScan.app/lt.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=nb-no","EasyScan.app/nb.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=pl-pl","EasyScan.app/pl.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=pt-pt","EasyScan.app/pt.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=ro-ro","EasyScan.app/ro.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=ru-ru","EasyScan.app/ru.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=sk-sk","EasyScan.app/sk.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=sl-si","EasyScan.app/sl.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=sr-latn-rs","EasyScan.app/sr-Latn.lproj/nutzungBosch.html"
"http://ec.europa.eu/consumers/odr/.                                                   https://show-policy.ttprivacy.com/71b99f9b-3d09-44bb-a59d-25f030f23ee4?lang=uk-ua","EasyScan.app/uk.lproj/nutzungBosch.html"
"http://www.apple.com/dtds/propertylist-1.0.dtd","EasyScan.app/PrivacyInfo.xcprivacy"
"http://www.apple.com/dtds/propertylist-1.0.dtd","EasyScan.app/Info.plist"
"http://www.apple.com/dtds/propertylist-1.0.dtd","EasyScan.app/Bosch Launch Screen.storyboardc/Info.plist"
"https://code.google.com/archive/p/json-framework/                                                   https://github.com/mwaterfall                                                   https://opensource.org/licenses/bsd-license.php                                                   https://freesound.org","EasyScan.app/en.lproj/license.html"
"https://code.google.com/archive/p/json-framework/                                                   https://github.com/mwaterfall                                                   https://opensource.org/licenses/bsd-license.php                                                   https://freesound.org","EasyScan.app/de.lproj/license.html"
"https://ec.europa.eu/consumers/odr/","EasyScan.app/imprint.json"
"https://frontdesk.ttprivacy.com/request/39b25e1e-e989-4d57-8d15-24fce9dbf16b/de/en-gb/ttde/31ea599304d0f970d6c0548f8cd8217d8d15104dc39b16760bd42cfb","EasyScan.app/privacypolicy.json"
"https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/fi-fi                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/pt-pt                                                   data:totalbyteswritten:totalbytesexpectedtowrite:                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/el-gr                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/bg-bg                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/sk-sk                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/cs-cz                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/hr-hr                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/ru-ru                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/it-it                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/uk-ua                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/da-dk                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/et-ee                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/hr-hr                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/da-dk                                                   https://apps.apple.com/de/app/prolibrary/id1454663798                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/sv-se                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/nb-no                                                   data:options:error:                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/lv-lv                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/tr-tr                                                   https://bbt.kittelberger.net/bbtmedia/modules/oragetblob.dll/?db=bbtmdb@bbtprd&item=etscanner.lobbyobjid&maxwidth=90&maxheight=90&id=                                                   https://bbt.kittelberger.net/bbtsps/                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/nl-nl                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/es-es                                                   https://bbt.kittelberger.net/bbtmedia/modules/oragetblob.dll/?db=bbtmdb@bbtprd&item=etscanner.explodedview&maxwidth=2048&maxheight=1536&id=                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/cs-cz                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/sk-sk                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/pl-pl                                                   https://apps.apple.com/de/app/buderus-prowork/id1016891628                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/de-de                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/en-gb                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/en-gb                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/fr-fr                                                   https://bbt.kittelberger.net/bbtmedia/modules/oragetblob.dll/?db=bbtmdb@bbtprd&item=etscanner.lobbyobjid&maxwidth=2048&maxheight=1536&id=                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/uk-ua                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/pl-pl                                                   data:completionhandler:                                                   https://apps.apple.com/de/app/bosch-easyservice/id1016896816                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/lt-lt                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/hu-hu                                                   https://apps.apple.com/de/app/bosch-easycontact/id1308269857                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/tr-tr                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/bg-bg                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/pt-pt                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/ru-ru                                                   http://crl.apple.com/root.crl0                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/lt-lt                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   https://apps.apple.com/de/app/buderus-prodelivery/id1600688024                                                   www.kittelberger.de                                                   https://bbt.kittelberger.net/sps/apple/                                                   https://bbt.kittelberger.net/sps/applebosch/%@/                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/ro-ro                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/nl-nl                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/sr-latn-rs                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/sr-latn-rs                                                   data:mimetype:filename:                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/sl-si                                                   https://apps.apple.com/de/app/bosch-easydoc/id1453977325                                                   data:options:documentattributes:error:                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/hu-hu                                                   https://patrec.azure-api.net/api/v1/pipelines/                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/de-de                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/fr-fr                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/nb-no                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/ro-ro                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/sl-si                                                   https://apps.apple.com/de/app/procontact/id1308270426                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/lv-lv                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/it-it                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/el-gr                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/es-es                                                   https://www.apple.com/appleca/0                                                   https://policies.ttprivacy.com/api/v1/imprints/legalentity/ttde/language/fi-fi                                                   https://policies.ttprivacy.com/api/v1/policies/application/71b99f9b-3d09-44bb-a59d-25f030f23ee4/country/de/language/et-ee","EasyScan.app/EasyScan"
