"URL","FILE"
"data:image:maxwidth:maxheight:imagequality:                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   data:allowmultiple:limit:                                                   data:image:suffix:type:imagequality:                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:completion:                                                   data:gifinfo:suffix:                                                   data:savedpathblock:                                                   data:limit:completion:                                                   data:gifinfo:path:","Payload/Runner.app/Frameworks/image_picker_ios.framework/image_picker_ios"
"data:options:basedonclassorviacustomsetimageblock:transition:cachetype:imageurl:callback:                                                   data:forkey:completion:                                                   data:forkey:cachetype:completion:                                                   data:pagenumber:targetsize:preserveaspectratio:                                                   data:basedonclassorviacustomsetimageblock:cachetype:imageurl:                                                   data:cachetype:finished:completed:                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:pendingtokens:finishedtokens:                                                   data:error:finished:                                                   data:options:                                                   data:scale:                                                   data:forkey:options:context:cachetype:completion:enumerator:                                                   data:options:range:                                                   data:scale:options:                                                   data:scale:firstframeonly:                                                   data:options:context:                                                   data:finishedtokens:                                                   data:forkey:todisk:completion:                                                   data:cachetype:progress:completed:                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   data:response:                                                   data:cachedata:cachetype:finished:completed:                                                   data:error:                                                   data:forkey:                                                   data:forkey:options:context:cachetype:completion:enumerator:operation:                                                   data:forkey:options:context:cachetype:completion:                                                   data:finished:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   data:encoding:                                                   https://www.apple.com/appleca/0                                                   data:imageurl:                                                   data:error:cachetype:finished:queue:url:                                                   data:forkey:options:context:imagecache:cachetype:finished:completion:","Payload/Runner.app/Frameworks/SDWebImage.framework/SDWebImage"
"data:options:error:                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/image_gallery_saver_plus.framework/image_gallery_saver_plus"
"http://ocsp.apple.com/ocsp03-aipca040                                                   data:block:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/image_editor_common.framework/image_editor_common"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   data:encoding:                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/open_filex.framework/open_filex"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Runner.app/Runner"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","IPA Strings Dump"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/file_picker.framework/file_picker"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/MTBBarcodeScanner.framework/MTBBarcodeScanner"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Runner.app/Frameworks/device_info_plus.framework/device_info_plus"
