"URL","FILE"
"data:(js::nativeimageeditor::options                                                   https://firebaseremoteconfig.googleapis.com                                                   https://www.facebook.com/sharer/sharer.php?u=%@                                                   data:totalbyteswritten:totalbytesexpectedtowrite:                                                   https://dacdn.visualwebsiteoptimizer.com/log-error                                                   data:sessionscoped:dynamic:sequence:                                                   https://support.google.com/admob/answer/6383165                                                   https://apps.apple.com/us/app/messenger/id454638411                                                   https://firebase.google.com/docs/cloud-messaging/ios/client#fetching-the-current-registration-token.                                                   https://apps.apple.com/app/viber-messenger-chats-calls/id382617920                                                   javascript:(nonnull                                                   https://itunes.apple.com/app/whatsapp-messenger/id310633997                                                   http://goo.gl/rfcp7r)                                                   data:options:format:error:                                                   data:fromresponse:withcarrydata:                                                   data:coalescingkey:                                                   data:image/jpeg;base64,                                                   data:encoding:                                                   data:responsetype:response:fortask:                                                   data:encoding:resolver:rejecter:                                                   data:value:                                                   data:storagemetadata:                                                   data:toaddress:withtimeout:tag:                                                   data:scale:                                                   data:options:error:                                                   data:withtimeout:tag:                                                   file:///tmp/socket                                                   data:source:                                                   data:key:kv:                                                   data:%@;base64,%@                                                   javascript:completionhandler:                                                   data:mimetype:success:failure:                                                   https://).                                                   data:transformfile:append:resolver:rejecter:                                                   data:extrafiles:                                                   data:target:                                                   https://esim-es-open-prod-clb.esimcloud.net                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   https://goo.gl/ctyzm8.                                                   data:completion:                                                   https://itunes.apple.com/app/telegram-messenger/id686449807                                                   http://goo.gl/9vsspb                                                   data:queryrootname:roottag:resolve:reject:                                                   data:forkey:oncomplete:                                                   data:tohost:port:withtimeout:tag:                                                   https://app-measurement.com/config/app/%@?                                                   data:startoffset:maxlength:timeout:readlength:terminator:tag:                                                   https://itunes.apple.com/app/instagram/id389801252                                                   https://api.claro.com.br/digital/v1/clarotoken/                                                   https://apps.apple.com/us/app/discord-chat-talk-hangout/id985746746                                                   data:options:range:                                                   https://%@                                                   data:isinternalmessage:withack:                                                   data:size:scale:clipped:resizemode:completionblock:                                                   data:withtag:                                                   data:withblock:                                                   data:forservice:account:                                                   data:fromaddress:withfiltercontext:                                                   javascript:script:                                                   data:resolver:rejecter:                                                   data:opcode:                                                   data:(bool)append                                                   data:date:error:                                                   https://mobilepreview.vwo.com:443                                                   https://app-measurement.com/sdk-exp                                                   data:response:error:                                                   data:valuedict:                                                   http://localhost/                                                   https://firebaselogging.googleapis.com/v0cc/log/logging-pa.googleapis.com/v1/firelog/legacy/batchttps://crashlyticsreports-pa.googleapis.com/v1/firelog/legacy/batchlog                                                   http://crl.apple.com/root.crl0                                                   data:successcallback:errorcallback:                                                   data:callback:                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   data:forkey:expireduration:                                                   https://firebaseinstallations.googleapis.com                                                   https://fcmtoken.googleapis.com/register                                                   data:httpmethodtype:                                                   data:append:resolver:rejecter:                                                   data:size:scale:resizemode:completionhandler:                                                   https://iid.googleapis.com/iid/register                                                   data:forview:                                                   data:forsocketid:                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:withtimeout:buffer:bufferoffset:maxlength:tag:                                                   data:options:                                                   https://firebase.google.com/docs/cloud-messaging/ios/client#method_swizzling_in_firebase_messaging                                                   https://%@.app-measurement.com/a                                                   data:mimetype:filename:                                                   data:foridentifier:                                                   https://goo.gl/ynbdk2                                                   data:timeout:tag:                                                   https://device-provisioning.googleapis.com/checkin                                                   data:audio/mp3;base64,//taxaaaaaaaaaaaaaaaaaaaaaaasw5mbwaaaa8aaaafaaaesaazmzmzmzmzmzmzmzmzmzmzmzmzzmzmzmzmzmzmzmzmzmzmzmzmzmazmzmzmzmzmzmzmzmzmzmzmzmzmczmzmzmzmzmzmzmzmzmzmzmzmzm//////////////////////////8aaaa5tefnrtmumtawazyaaaaaaaaaabq4jamgqgaaoaaabehnizs0aaaaaad/+0deaaph3yz0aar8cpqyieabp6axjg/4x/xiine4lfqdfwiire+ubgzow4rl0olmdfn6e5v+/u5ehf76bu7/6bu5+gaiiqgaabqiuj0qolfghen/9phzqpcutpxmjo0ogzrczxykxoiqzb2khctgobpt9trvj/3pmfp+f8x7pu1b04stnc3s0xholxogvcmno9x//9/r6a10tzey5dsxqvo7mo5qfvpfcmkijhpsitgsuycro//7qsqrgeiljqiaglfjabihnbca+jmorcboi5q9nvd2dknustmqg4mfuld6dq4ofijwgaijrmflbhg4nlvtjydypljtj8pfpflf9/5gd950a5e+jsrmnzsjsirjs1r7hnkia8vr//l/7nb+crvr9ok5zjoylukrxf/p9zn0j2p4pjyxykkeuy5wuytdmou6uobetfqhijvilekijgxchgev/l3y0o3bwriosztbaz7ih28euasozf/7qsqfg8fpjqiadn0jhbggqbaz8t//y//t/7d/2+f5m7mdceo/9tdkmtglbt1tqnabrroo1qfvh20yebei8nfdxp7btw7f9/uo9tbe5ivhqbllxpf3dkak0ojycv///5/u3/7ptfgjpepuvt5d6f+/3lea4lz4tc4tnm/mfprmalwbboeninyeyr+vufttzuvrvrt/wyv3t74jfo8qedijqjrmdts///v99xdku2xg02jjunricp/7qsqta8kpkqaagnma/7fgqagnobgfghgqa+uxwwq3xfmgimsbe2x3ksy//kzk1a2k6cnnwopjnpwusybkqkh8rjzrvf///p///////4vyhlkhlrcb5niryiuss4cthigl1lq1wwnac6c1pf1tikrskt+a//z+ylvcwlxksqesucvqflng2h4afafgtkh+z/8jtx/zr//zsjv/5f//5ux/0zncnccaf5ltctrkaedhnp//n/kujf/7qsq5aehdiwaajn7i6jgddbco+wgtq1mxryatsagaykxbtuuzljewmkqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg==                                                   https://plus.google.com/share?url=%@                                                   http://%@                                                   data:withtimeout:buffer:bufferoffset:tag:                                                   data:typeidentifier:filename:                                                   data:image                                                   www.google.com                                                   data:(nsarray                                                   data:encodingoptions:convertedstring:usedlossyconversion:                                                   data:image/png;base64,                                                   https://app-measurement.com/a                                                   data:rejecter:                                                   https://www.googleadservices.com/pagead/conversion/app/deeplink?sdk_version=%@&rdid=%@&id_type=idfa&bundleid=%@&retry=%@                                                   https://dummyapiverylong-dummy.google.com/dummy/api/very/long                                                   data:error:                                                   data:withtimeout:maxlength:tag:                                                   https://goo.gl/txkzbe                                                   data:fortouch:                                                   data:(nsstring                                                   data:forkey:                                                   data:optionaldatamimetype:failureblock:                                                   https://itunes.apple.com/app/facebook/id284882215                                                   https://console.firebase.google.com/                                                   data:forservice:account:handler:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   https://twitter.com/intent/tweet?text=%@&url=%@                                                   https://www.apple.com/appleca/0","IPA Strings Dump"
"data:(js::nativeimageeditor::options                                                   https://firebaseremoteconfig.googleapis.com                                                   https://www.facebook.com/sharer/sharer.php?u=%@                                                   https://dacdn.visualwebsiteoptimizer.com/log-error                                                   data:totalbyteswritten:totalbytesexpectedtowrite:                                                   data:sessionscoped:dynamic:sequence:                                                   https://support.google.com/admob/answer/6383165                                                   https://apps.apple.com/us/app/messenger/id454638411                                                   https://firebase.google.com/docs/cloud-messaging/ios/client#fetching-the-current-registration-token.                                                   https://apps.apple.com/app/viber-messenger-chats-calls/id382617920                                                   javascript:(nonnull                                                   https://itunes.apple.com/app/whatsapp-messenger/id310633997                                                   http://goo.gl/rfcp7r)                                                   data:options:format:error:                                                   data:fromresponse:withcarrydata:                                                   data:coalescingkey:                                                   data:image/jpeg;base64,                                                   data:encoding:                                                   data:responsetype:response:fortask:                                                   data:encoding:resolver:rejecter:                                                   data:value:                                                   data:storagemetadata:                                                   data:toaddress:withtimeout:tag:                                                   data:scale:                                                   data:options:error:                                                   data:withtimeout:tag:                                                   file:///tmp/socket                                                   data:source:                                                   data:key:kv:                                                   data:%@;base64,%@                                                   javascript:completionhandler:                                                   data:mimetype:success:failure:                                                   https://).                                                   data:transformfile:append:resolver:rejecter:                                                   data:extrafiles:                                                   data:target:                                                   https://esim-es-open-prod-clb.esimcloud.net                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   https://goo.gl/ctyzm8.                                                   data:completion:                                                   https://itunes.apple.com/app/telegram-messenger/id686449807                                                   http://goo.gl/9vsspb                                                   data:queryrootname:roottag:resolve:reject:                                                   data:forkey:oncomplete:                                                   data:tohost:port:withtimeout:tag:                                                   https://app-measurement.com/config/app/%@?                                                   data:startoffset:maxlength:timeout:readlength:terminator:tag:                                                   https://itunes.apple.com/app/instagram/id389801252                                                   https://api.claro.com.br/digital/v1/clarotoken/                                                   https://apps.apple.com/us/app/discord-chat-talk-hangout/id985746746                                                   data:options:range:                                                   https://%@                                                   data:isinternalmessage:withack:                                                   data:size:scale:clipped:resizemode:completionblock:                                                   data:withtag:                                                   data:withblock:                                                   data:forservice:account:                                                   data:fromaddress:withfiltercontext:                                                   javascript:script:                                                   data:resolver:rejecter:                                                   data:opcode:                                                   data:(bool)append                                                   https://mobilepreview.vwo.com:443                                                   data:date:error:                                                   https://app-measurement.com/sdk-exp                                                   data:response:error:                                                   data:valuedict:                                                   http://localhost/                                                   https://firebaselogging.googleapis.com/v0cc/log/logging-pa.googleapis.com/v1/firelog/legacy/batchttps://crashlyticsreports-pa.googleapis.com/v1/firelog/legacy/batchlog                                                   data:successcallback:errorcallback:                                                   http://crl.apple.com/root.crl0                                                   data:callback:                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   data:forkey:expireduration:                                                   https://firebaseinstallations.googleapis.com                                                   https://fcmtoken.googleapis.com/register                                                   data:httpmethodtype:                                                   data:append:resolver:rejecter:                                                   data:size:scale:resizemode:completionhandler:                                                   https://iid.googleapis.com/iid/register                                                   data:forview:                                                   data:forsocketid:                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:withtimeout:buffer:bufferoffset:maxlength:tag:                                                   https://firebase.google.com/docs/cloud-messaging/ios/client#method_swizzling_in_firebase_messaging                                                   https://%@.app-measurement.com/a                                                   data:options:                                                   data:mimetype:filename:                                                   data:foridentifier:                                                   https://goo.gl/ynbdk2                                                   data:timeout:tag:                                                   https://device-provisioning.googleapis.com/checkin                                                   data:audio/mp3;base64,//taxaaaaaaaaaaaaaaaaaaaaaaasw5mbwaaaa8aaaafaaaesaazmzmzmzmzmzmzmzmzmzmzmzmzzmzmzmzmzmzmzmzmzmzmzmzmzmazmzmzmzmzmzmzmzmzmzmzmzmzmczmzmzmzmzmzmzmzmzmzmzmzmzm//////////////////////////8aaaa5tefnrtmumtawazyaaaaaaaaaabq4jamgqgaaoaaabehnizs0aaaaaad/+0deaaph3yz0aar8cpqyieabp6axjg/4x/xiine4lfqdfwiire+ubgzow4rl0olmdfn6e5v+/u5ehf76bu7/6bu5+gaiiqgaabqiuj0qolfghen/9phzqpcutpxmjo0ogzrczxykxoiqzb2khctgobpt9trvj/3pmfp+f8x7pu1b04stnc3s0xholxogvcmno9x//9/r6a10tzey5dsxqvo7mo5qfvpfcmkijhpsitgsuycro//7qsqrgeiljqiaglfjabihnbca+jmorcboi5q9nvd2dknustmqg4mfuld6dq4ofijwgaijrmflbhg4nlvtjydypljtj8pfpflf9/5gd950a5e+jsrmnzsjsirjs1r7hnkia8vr//l/7nb+crvr9ok5zjoylukrxf/p9zn0j2p4pjyxykkeuy5wuytdmou6uobetfqhijvilekijgxchgev/l3y0o3bwriosztbaz7ih28euasozf/7qsqfg8fpjqiadn0jhbggqbaz8t//y//t/7d/2+f5m7mdceo/9tdkmtglbt1tqnabrroo1qfvh20yebei8nfdxp7btw7f9/uo9tbe5ivhqbllxpf3dkak0ojycv///5/u3/7ptfgjpepuvt5d6f+/3lea4lz4tc4tnm/mfprmalwbboeninyeyr+vufttzuvrvrt/wyv3t74jfo8qedijqjrmdts///v99xdku2xg02jjunricp/7qsqta8kpkqaagnma/7fgqagnobgfghgqa+uxwwq3xfmgimsbe2x3ksy//kzk1a2k6cnnwopjnpwusybkqkh8rjzrvf///p///////4vyhlkhlrcb5niryiuss4cthigl1lq1wwnac6c1pf1tikrskt+a//z+ylvcwlxksqesucvqflng2h4afafgtkh+z/8jtx/zr//zsjv/5f//5ux/0zncnccaf5ltctrkaedhnp//n/kujf/7qsq5aehdiwaajn7i6jgddbco+wgtq1mxryatsagaykxbtuuzljewmkqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg==                                                   https://plus.google.com/share?url=%@                                                   http://%@                                                   data:withtimeout:buffer:bufferoffset:tag:                                                   data:image                                                   data:typeidentifier:filename:                                                   www.google.com                                                   data:(nsarray                                                   data:encodingoptions:convertedstring:usedlossyconversion:                                                   data:image/png;base64,                                                   https://app-measurement.com/a                                                   data:rejecter:                                                   https://www.googleadservices.com/pagead/conversion/app/deeplink?sdk_version=%@&rdid=%@&id_type=idfa&bundleid=%@&retry=%@                                                   https://dummyapiverylong-dummy.google.com/dummy/api/very/long                                                   data:error:                                                   data:withtimeout:maxlength:tag:                                                   https://goo.gl/txkzbe                                                   data:fortouch:                                                   https://itunes.apple.com/app/facebook/id284882215                                                   data:(nsstring                                                   data:optionaldatamimetype:failureblock:                                                   data:forkey:                                                   https://console.firebase.google.com/                                                   data:forservice:account:handler:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   https://twitter.com/intent/tweet?text=%@&url=%@                                                   https://www.apple.com/appleca/0","Claro Movel.app/Claro Movel"
"data:type:                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   data:options:error:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   data:numberformat:                                                   data:phonenumberformat:carriercode:                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:carriercode:                                                   data:nationalnumber:keeprawinput:phonenumber:error:","Payload/Claro Movel.app/Frameworks/libPhoneNumber_iOS.framework/libPhoneNumber_iOS"
"http://maps.google.com/?q=%@                                                   data:onsuccess:onfailure:                                                   data:forkey:service:accessgroup:genericattribute:error:                                                   https://%@/batch                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   https://%@/collect                                                   data:parameters:animated:oncompletion:                                                   data:mimetype:filename:                                                   data:forkey:service:                                                   http://%@%@                                                   data:oncompletion:                                                   https://cdn.dialmyapp.com/assets/%@?%@                                                   data:mimetype:                                                   file://localhost/assets-library                                                   data:forkey:withtimeoutinterval:                                                   data:forkey:service:accessgroup:genericattribute:                                                   data:options:error:                                                   data:parameters:closebuttonvisible:queryitems:oncompletion:                                                   http://%@                                                   data:parameters:closebuttonvisible:queryitems:oncreation:oncompletion:                                                   data:%@;base64,%@                                                   https://%@                                                   javascript:completionhandler:                                                   data:forkey:genericattribute:error:                                                   file://localhost/%@%@                                                   data:forkey:service:genericattribute:                                                   data:forkey:service:accessgroup:                                                   http://storage.googleapis.com/dma_public/dma_ios_privacy_policy.html                                                   https://wa.me/%@                                                   data:passphase:                                                   http://ocsp.apple.com/ocsp03-aipca040                                                   https://%@%@                                                   data:forkey:label:comment:error:                                                   data:forurl:                                                   data:forkey:service:genericattribute:error:                                                   data:error:                                                   data:forkey:genericattribute:                                                   data:forkey:service:accessgroup:error:                                                   https://apps.dialmyapp.com                                                   data:append:                                                   data:animated:oncompletion:                                                   data:forkey:                                                   data:forkey:genericattribute:label:comment:error:                                                   data:httpresponse:                                                   data:parameters:closebuttonvisible:oncompletion:                                                   data:options:format:error:                                                   https://www.dialmyapp.com/                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   data:forkey:service:error:                                                   data:closebuttonvisible:oncreation:oncompletion:                                                   data:encoding:                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   https://www.apple.com/appleca/0                                                   data:forkey:error:                                                   https://apps.dialmyapp.com/                                                   https://dialmyapp.com/profile?                                                   data:forkey:label:comment:                                                   https://apps.dialmyapp.com/assets/lucy/standard.min.html?                                                   https://appclip.apple.com/id?                                                   file:///","Payload/Claro Movel.app/Frameworks/DialMyAppFramework.framework/DialMyAppFramework"
"http://ocsp.apple.com/ocsp03-aipca040                                                   data:options:error:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   data:totalbytessent:totalbytesexpectedtosend:                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   http://esim/v1","Payload/Claro Movel.app/Frameworks/ESimAmdocsSDK.framework/ESimAmdocsSDK"
"http://ocsp.apple.com/ocsp03-aipca040                                                   data:options:error:                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Claro Movel.app/Frameworks/Qualtrics.framework/Qualtrics"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Claro Movel.app/PlugIns/RichNotification.appex/RichNotification"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Claro Movel.app/Frameworks/hermes.framework/hermes"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.","Payload/Claro Movel.app/Frameworks/SVProgressHUD.framework/SVProgressHUD"
"http://ocsp.apple.com/ocsp03-aipca040                                                   http://www.apple.com/dtds/propertylist-1.0.dtd                                                   http://crl.apple.com/root.crl0                                                   https://www.apple.com/appleca/0                                                   http://ocsp.apple.com/ocsp03-applerootca0.                                                   data:.oncetoken                                                   data:.implementsdeprecateddidlog                                                   data:.implementsdeprecatedwilllog                                                   data:error:","Payload/Claro Movel.app/Frameworks/CocoaLumberjack.framework/CocoaLumberjack"
