"URL","FILE"
"data:image","com/bumptech/glide/load/model/DataUrlLoader.java"
"file:///android_asset/","com/bumptech/glide/load/model/AssetUriLoader.java"
"http://apache.org/xml/features/disallow-doctype-decl                                                   http://apache.org/xml/features/nonvalidating/load-external-dtd                                                   http://javax.xml.xmlconstants/feature/secure-processing","com/fasterxml/jackson/databind/ext/DOMDeserializer.java"
"http://goo.gl/ewpna4","com/droid4you/application/wallet/component/QuoteView.java"
"http://javax.xml.xmlconstants/property/accessexternaldtd                                                   http://javax.xml.xmlconstants/property/accessexternalstylesheet                                                   http://javax.xml.xmlconstants/feature/secure-processing","com/fasterxml/jackson/databind/ext/DOMSerializer.java"
"http://localhost/","retrofit2/t.java"
"http://localhost?","com/droid4you/application/wallet/activity/MainActivity.java"
"http://www.gravatar.com/avatar/                                                   https://twitter.com/#!/budgetbakers                                                   http://instagram.com/_u/budgetbakers                                                   http://www.facebook.com/budgetbakers                                                   http://instagram.com/budgetbakers","com/budgetbakers/modules/commons/Helper.java"
"http://www.youtube.com/watch?v=","com/droid4you/application/wallet/helper/DeepLink.java"
"http://xml.org/sax/features/external-parameter-entities                                                   http://www.w3.org/tr/svg11/feature#                                                   http://xmlpull.org/v1/doc/features.html#process-docdecl                                                   http://www.w3.org/1999/xlink                                                   http://xmlpull.org/v1/doc/features.html#process-namespaces                                                   http://xml.org/sax/properties/lexical-handler                                                   http://xml.org/sax/features/external-general-entities                                                   http://www.w3.org/2000/svg","g2/k.java"
"https://%s/%s/%s","n7/c.java"
"https://accounts.google.com/o/oauth2/revoke?token=","t3/d.java"
"https://api.mixpanel.com","xa/d.java"
"https://autocomplete.clearbit.com/v1/companies/suggest?query=%s","com/ribeez/api/LogoApi.java"
"https://be-dev.budgetbakers.com                                                   https://docs-dev.budgetbakers.com                                                   https://support.budgetbakers.com/hc/                                                   https://auth-dev.budgetbakers.com/                                                   https://be-proxy-dev.budgetbakers.com/v1/financial/                                                   https://be-proxy-dev.budgetbakers.com/                                                   https://boardsupport.budgetbakers.com/hc                                                   https://be-proxy-dev.budgetbakers.com","com/ribeez/config/DevelConfig.java"
"https://be-proxy.budgetbakers.com                                                   https://be-prod.budgetbakers.com                                                   https://docs.budgetbakers.com                                                   https://support.budgetbakers.com/hc/                                                   https://be-proxy.budgetbakers.com/v1/financial/                                                   https://auth.budgetbakers.com/                                                   https://boardsupport.budgetbakers.com/hc","com/ribeez/config/ProductionConfig.java"
"https://budgetbakers.com/blog/","com/droid4you/application/wallet/activity/BlogPostPromoActivity.java"
"https://console.developers.google.com/apis/credentials/consent?project=","com/droid4you/application/wallet/activity/LoginActivity.java"
"https://developer.android.com/reference/com/google/android/play/core/review/model/reviewerrorcode.html#","c6/a.java"
"https://firebase-settings.crashlytics.com/spi/v2/platforms/android/gmp/%s/settings","z6/f.java"
"https://firebase.google.com/docs/crashlytics/get-started?platform=android#add-plugin","s6/s.java"
"https://github.com/fasterxml/jackson-databind/issues/2715","com/fasterxml/jackson/databind/PropertyNamingStrategy.java"
"https://github.com/google/material-design-icons                                                   http://creativecommons.org/licenses/by/4.0/","com/mikepenz/iconics/typeface/library/googlematerial/GoogleMaterial.java"
"https://github.com/mikepenz/fastadapter/blob/develop/library-core/src/main/java/com/mikepenz/fastadapter/items/abstractitem.java#l189)","ha/e.java"
"https://github.com/mixpanel/mixpanel-android/issues/567)","xa/a.java"
"https://issuetracker.google.com/issues/new?component=907884&template=1466542","e0/m.java"
"https://pagead2.googlesyndication.com/pagead/gen_204?id=gmob-apps","n3/b.java"
"https://play.google.com/store/account/subscriptions                                                   https://budgetbakers.com                                                   http://www.example.com","com/droid4you/application/wallet/helper/Helper.java"
"https://s3.amazonaws.com/bb-integration-bank-icons/","com/droid4you/application/wallet/modules/banksync/SyncHelper.java"
"https://support.budgetbakers.com/hc/en-us/sections/115001065305-your-import-files","com/droid4you/application/wallet/component/imports/ImportActivateActivity.java"
"https://web-apps.budgetbakers.com/                                                   https://web-apps.budgetbakers.com/api/v1/                                                   https://web-apps.budgetbakers.com/api/v1/tips?country=%s&lang=%s","com/ribeez/api/CrossSellApi.java"
"https://web-board.budgetbakers.com                                                   https://www.linkedin.com/company/5392905","com/droid4you/application/wallet/modules/home/controller/TipOfDayController.java"
"https://web.budgetbakers.com","com/droid4you/application/wallet/activity/WebAppPromoActivity.java"
"https://web.budgetbakers.com/                                                   https://web-dev.budgetbakers.com/                                                   https://web-board.budgetbakers.com/                                                   https://board-dev.budgetbakers.com/","com/ribeez/rest/BackendUri.java"
"https://www.linkedin.com/company/5392905","com/droid4you/application/wallet/modules/follow_us/FollowUsItem.java"
